year_film,year_ceremony,ceremony,category,name,film,winner
1971,1972,44,MUSIC (Song--Original for the Picture),Music by Henry Mancini; Lyrics by Alan Bergman and Marilyn Bergman,Sometimes a Great Notion,0
1971,1972,44,MUSIC (Song--Original for the Picture),"Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr.",Bless the Beasts & Children,0
1971,1972,44,MUSIC (Song--Original for the Picture),Music by Marvin Hamlisch; Lyrics by Johnny Mercer,Kotch,0
1971,1972,44,MUSIC (Song--Original for the Picture),Music and Lyrics by Isaac Hayes,Shaft,1
1971,1972,44,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,0
1971,1972,44,BEST PICTURE,"Norman Jewison, Producer",Fiddler on the Roof,0
1971,1972,44,BEST PICTURE,"Philip D'Antoni, Producer",The French Connection,1
1971,1972,44,BEST PICTURE,"Stephen J. Friedman, Producer",The Last Picture Show,0
1971,1972,44,BEST PICTURE,"Sam Spiegel, Producer",Nicholas and Alexandra,0
1971,1972,44,SHORT SUBJECT (Animated),"Ted Petok, Producer",The Crunch Bird,1
1971,1972,44,SHORT SUBJECT (Animated),"Michael Mills, Producer",Evolution,0
1971,1972,44,SHORT SUBJECT (Animated),"Peter Sander and Murray Shostak, Producers",The Selfish Giant,0
1971,1972,44,SHORT SUBJECT (Live Action),"Denny Evans and Ken Greenwald, Producers",Good Morning,0
1971,1972,44,SHORT SUBJECT (Live Action),"Stephen F. Verona, Producer",The Rehearsal,0
1971,1972,44,SHORT SUBJECT (Live Action),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,1
1971,1972,44,SOUND,"Gordon K. McCallum, John Mitchell, Alfred J. Overton",Diamonds Are Forever,0
1971,1972,44,SOUND,"Gordon K. McCallum, David Hildyard",Fiddler on the Roof,1
1971,1972,44,SOUND,"Theodore Soderberg, Christopher Newman",The French Connection,0
1971,1972,44,SOUND,"Richard Portman, Jack Solomon",Kotch,0
1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",0
1971,1972,44,SPECIAL VISUAL EFFECTS,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,1
1971,1972,44,SPECIAL VISUAL EFFECTS,"Jim Danforth, Roger Dicken",When Dinosaurs Ruled the Earth,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),Stanley Kubrick,A Clockwork Orange,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),Bernardo Bertolucci,The Conformist,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),Ernest Tidyman,The French Connection,1
1971,1972,44,WRITING (Screenplay--based on material from another medium),"Ugo Pirro, Vittorio Bonicelli",The Garden of the Finzi Continis,0
1971,1972,44,WRITING (Screenplay--based on material from another medium),"Larry McMurtry, Peter Bogdanovich",The Last Picture Show,0
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Paddy Chayefsky,The Hospital,1
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Elio Petri, Ugo Pirro",Investigation of a Citizen above Suspicion,0
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Andy Lewis, Dave Lewis",Klute,0
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Herman Raucher,Summer of '42,0
1971,1972,44,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Penelope Gilliatt,Sunday Bloody Sunday,0
1971,1972,44,HONORARY AWARD, Charles Chaplin for the incalculable effect he has had in making motion pictures the art form of this century.,,1
1972,1973,45,ACTOR,Marlon Brando,The Godfather,1
1972,1973,45,ACTOR,Michael Caine,Sleuth,0
1972,1973,45,ACTOR,Laurence Olivier,Sleuth,0
1972,1973,45,ACTOR,Peter O'Toole,The Ruling Class,0
1972,1973,45,ACTOR,Paul Winfield,Sounder,0
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,0
1972,1973,45,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,0
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,0
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,1
1972,1973,45,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,0
1972,1973,45,ACTRESS,Liza Minnelli,Cabaret,1
1972,1973,45,ACTRESS,Diana Ross,Lady Sings the Blues,0
1972,1973,45,ACTRESS,Maggie Smith,Travels with My Aunt,0
1972,1973,45,ACTRESS,Cicely Tyson,Sounder,0
1972,1973,45,ACTRESS,Liv Ullmann,The Emigrants,0
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,The Heartbreak Kid,0
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,1
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,0
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Susan Tyrrell,Fat City,0
1972,1973,45,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Poseidon Adventure,0
1972,1973,45,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",Cabaret,1
1972,1973,45,ART DIRECTION,Art Direction:  Carl Anderson;  Set Decoration:  Reg Allen,Lady Sings the Blues,0
1972,1973,45,ART DIRECTION,Art Direction:  William Creber;  Set Decoration:  Raphael Bretton,The Poseidon Adventure,0
1972,1973,45,ART DIRECTION,"Art Direction:  John Box, Gil Parrondo, Robert W. Laing",Travels with My Aunt,0
1972,1973,45,ART DIRECTION,"Art Direction:  Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson;  Set Decoration:  Peter James",Young Winston,0
1972,1973,45,CINEMATOGRAPHY,Charles B. Lang,Butterflies Are Free,0
1972,1973,45,CINEMATOGRAPHY,Geoffrey Unsworth,Cabaret,1
1972,1973,45,CINEMATOGRAPHY,Harold E. Stine,The Poseidon Adventure,0
1972,1973,45,CINEMATOGRAPHY,"Harry Stradling, Jr.",1776,0
1972,1973,45,CINEMATOGRAPHY,Douglas Slocombe,Travels with My Aunt,0
1972,1973,45,COSTUME DESIGN,Anna Hill Johnstone,The Godfather,0
1972,1973,45,COSTUME DESIGN,"Bob Mackie, Ray Aghayan, Norma Koch",Lady Sings the Blues,0
1972,1973,45,COSTUME DESIGN,Paul Zastupnevich,The Poseidon Adventure,0
1972,1973,45,COSTUME DESIGN,Anthony Powell,Travels with My Aunt,1
1972,1973,45,COSTUME DESIGN,Anthony Mendleson,Young Winston,0
1972,1973,45,DIRECTING,Bob Fosse,Cabaret,1
1972,1973,45,DIRECTING,John Boorman,Deliverance,0
1972,1973,45,DIRECTING,Jan Troell,The Emigrants,0
1972,1973,45,DIRECTING,Francis Ford Coppola,The Godfather,0
1972,1973,45,DIRECTING,Joseph L. Mankiewicz,Sleuth,0
1972,1973,45,DOCUMENTARY (Feature),"Bert Haanstra, Producer",Ape and Super-Ape,0
1972,1973,45,DOCUMENTARY (Feature),"Marvin Worth and Arnold Perl, Producers",Malcolm X,0
1972,1973,45,DOCUMENTARY (Feature),"Robert Hendrickson and Laurence Merrick, Producers",Manson,0
1972,1973,45,DOCUMENTARY (Feature),"Howard Smith and Sarah Kernochan, Producers",Marjoe,1
1972,1973,45,DOCUMENTARY (Feature),"Eckehard Munck, Producer",The Silent Revolution,0
1972,1973,45,DOCUMENTARY (Short Subject),"Peter Schamoni, Producer",Hundertwasser's Rainy Day,0
1972,1973,45,DOCUMENTARY (Short Subject),"Giorgio Treves, Producer",K-Z,0
1972,1973,45,DOCUMENTARY (Short Subject),"Tadeusz Jaworski, Producer",Selling Out,0
1972,1973,45,DOCUMENTARY (Short Subject),"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",This Tiny World,1
1972,1973,45,DOCUMENTARY (Short Subject),"Humphrey Swingler, Producer",The Tide of Traffic,0
1972,1973,45,FILM EDITING,David Bretherton,Cabaret,1
1972,1973,45,FILM EDITING,Tom Priestley,Deliverance,0
1972,1973,45,FILM EDITING,"William Reynolds, Peter Zinner",The Godfather,0
1972,1973,45,FILM EDITING,"Frank P. Keller, Fred W. Berger",The Hot Rock,0
1972,1973,45,FILM EDITING,Harold F. Kress,The Poseidon Adventure,0
1972,1973,45,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,The Dawns Here Are Quiet,0
1972,1973,45,FOREIGN LANGUAGE FILM,France,The Discreet Charm of the Bourgeoisie,1
1972,1973,45,FOREIGN LANGUAGE FILM,Israel,I Love You Rosa,0
1972,1973,45,FOREIGN LANGUAGE FILM,Spain,My Dearest Señorita,0
1972,1973,45,FOREIGN LANGUAGE FILM,Sweden,The New Land,0
1972,1973,45,MUSIC (Original Dramatic Score),Nino Rota,The Godfather,0
1972,1973,45,MUSIC (Original Dramatic Score),John Williams,images,0
1972,1973,45,MUSIC (Original Dramatic Score),"Charles Chaplin, Raymond Rasch, Larry Russell",Limelight,1
1972,1973,45,MUSIC (Original Dramatic Score),Buddy Baker,Napoleon and Samantha,0
1972,1973,45,MUSIC (Original Dramatic Score),John Williams,The Poseidon Adventure,0
1972,1973,45,MUSIC (Original Dramatic Score),John Addison,Sleuth,0
1972,1973,45,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,Cabaret,1
1972,1973,45,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Gil Askey,Lady Sings the Blues,0
1972,1973,45,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Laurence Rosenthal,Man of La Mancha,0
1972,1973,45,MUSIC (Song--Original for the Picture),Music by Walter Scharf; Lyrics by Don Black,Ben,0
1972,1973,45,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Marsha Karlin,The Little Ark,0
1972,1973,45,MUSIC (Song--Original for the Picture),Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,The Life and Times of Judge Roy Bean,0
1972,1973,45,MUSIC (Song--Original for the Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,1
1972,1973,45,MUSIC (Song--Original for the Picture),Music by Sammy Fain; Lyrics by Paul Francis Webster,The Stepmother,0
1972,1973,45,BEST PICTURE,"Cy Feuer, Producer",Cabaret,0
1972,1973,45,BEST PICTURE,"John Boorman, Producer",Deliverance,0
1972,1973,45,BEST PICTURE,"Bengt Forslund, Producer",The Emigrants,0
1972,1973,45,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,1
1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,0
1972,1973,45,SHORT SUBJECT (Animated),"Richard Williams, Producer",A Christmas Carol,1
1972,1973,45,SHORT SUBJECT (Animated),"Bob Godfrey, Producer",Kama Sutra Rides Again,0
1972,1973,45,SHORT SUBJECT (Animated),"Nedeljko Dragic, Producer",Tup Tup,0
1972,1973,45,SHORT SUBJECT (Live Action),"Ron Satlof and Ray Gideon, Producers",Frog Story,0
1972,1973,45,SHORT SUBJECT (Live Action),"Richard Barclay, Producer",Norman Rockwell's World...An American Dream,1
1972,1973,45,SHORT SUBJECT (Live Action),"David Adams, Producer",Solo,0
1972,1973,45,SOUND,"Arthur Piantadosi, Charles Knight",Butterflies Are Free,0
1972,1973,45,SOUND,"Robert Knudson, David Hildyard",Cabaret,1
1972,1973,45,SOUND,"Richard Portman, Gene Cantamessa",The Candidate,0
1972,1973,45,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather,0
1972,1973,45,SOUND,"Theodore Soderberg, Herman Lewis",The Poseidon Adventure,0
1972,1973,45,WRITING (Screenplay--based on material from another medium),Jay Allen,Cabaret,0
1972,1973,45,WRITING (Screenplay--based on material from another medium),"Jan Troell, Bengt Forslund",The Emigrants,0
1972,1973,45,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,1
1972,1973,45,WRITING (Screenplay--based on material from another medium),Julius J. Epstein,Pete 'n' Tillie,0
1972,1973,45,WRITING (Screenplay--based on material from another medium),"Lonne Elder, III",Sounder,0
1972,1973,45,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,The Candidate,1
1972,1973,45,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Story and Screenplay by Luis Buñuel;  in collaboration with Jean-Claude Carrière,The Discreet Charm of the Bourgeoisie,0
1972,1973,45,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Terence McCloy, Chris Clark, Suzanne de Passe",Lady Sings the Blues,0
1972,1973,45,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Louis Malle,Murmur of the Heart,0
1972,1973,45,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Carl Foreman,Young Winston,0
1972,1973,45,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, A. D. Flowers",The Poseidon Adventure,1
1972,1973,45,JEAN HERSHOLT HUMANITARIAN AWARD,Rosalind Russell,,1
1972,1973,45,HONORARY AWARD, Charles S. Boren,,1
1972,1973,45,HONORARY AWARD, Edward G. Robinson who achieved greatness as a player,,1
1973,1974,46,ACTOR,Marlon Brando,Last Tango in Paris,0
1973,1974,46,ACTOR,Jack Lemmon,Save the Tiger,1
1973,1974,46,ACTOR,Jack Nicholson,The Last Detail,0
1973,1974,46,ACTOR,Al Pacino,Serpico,0
1973,1974,46,ACTOR,Robert Redford,The Sting,0
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,0
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,0
1973,1974,46,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,1
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,0
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,0
1973,1974,46,ACTRESS,Ellen Burstyn,The Exorcist,0
1973,1974,46,ACTRESS,Glenda Jackson,A Touch of Class,1
1973,1974,46,ACTRESS,Marsha Mason,Cinderella Liberty,0
1973,1974,46,ACTRESS,Barbra Streisand,The Way We Were,0
1973,1974,46,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams",0
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Linda Blair,The Exorcist,0
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Candy Clark,American Graffiti,0
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,0
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,1
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams",0
1973,1974,46,ART DIRECTION,"Art Direction:  Lorenzo Mongiardino, Gianni Quaranta;  Set Decoration:  Carmelo Patrono",Brother Sun Sister Moon,0
1973,1974,46,ART DIRECTION,Art Direction:  Bill Malley;  Set Decoration:  Jerry Wunderlich,The Exorcist,0
1973,1974,46,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,1
1973,1974,46,ART DIRECTION,Art Direction:  Philip Jefferies;  Set Decoration:  Robert de Vestel,Tom Sawyer,0
1973,1974,46,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  William Kiernan,The Way We Were,0
1973,1974,46,CINEMATOGRAPHY,Sven Nykvist,Cries and Whispers,1
1973,1974,46,CINEMATOGRAPHY,Owen Roizman,The Exorcist,0
1973,1974,46,CINEMATOGRAPHY,Jack Couffer,Jonathan Livingston Seagull,0
1973,1974,46,CINEMATOGRAPHY,Robert Surtees,The Sting,0
1973,1974,46,CINEMATOGRAPHY,"Harry Stradling, Jr.",The Way We Were,0
1973,1974,46,COSTUME DESIGN,Marik Vos,Cries and Whispers,0
1973,1974,46,COSTUME DESIGN,Piero Tosi,Ludwig,0
1973,1974,46,COSTUME DESIGN,Edith Head,The Sting,1
1973,1974,46,COSTUME DESIGN,Donfeld,Tom Sawyer,0
1973,1974,46,COSTUME DESIGN,"Dorothy Jeakins, Moss Mabry",The Way We Were,0
1973,1974,46,DIRECTING,George Lucas,American Graffiti,0
1973,1974,46,DIRECTING,Ingmar Bergman,Cries and Whispers,0
1973,1974,46,DIRECTING,William Friedkin,The Exorcist,0
1973,1974,46,DIRECTING,Bernardo Bertolucci,Last Tango in Paris,0
1973,1974,46,DIRECTING,George Roy Hill,The Sting,1
1973,1974,46,DOCUMENTARY (Feature),"John D. Goodell, Producer",Always a New Beginning,0
1973,1974,46,DOCUMENTARY (Feature),"Bengt von zur Muehlen, Producer",Battle of Berlin,0
1973,1974,46,DOCUMENTARY (Feature),"Kieth Merrill, Producer",The Great American Cowboy,1
1973,1974,46,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",Journey to the Outer Limits,0
1973,1974,46,DOCUMENTARY (Feature),"Gertrude Ross Marks and Edmund F. Penney, Producers",Walls of Fire,0
1973,1974,46,DOCUMENTARY (Short Subject),"Carmen D'Avino, Producer",Background,0
1973,1974,46,DOCUMENTARY (Short Subject),"Louis Marcus, Producer",Children at Work (Paisti Ag Obair),0
1973,1974,46,DOCUMENTARY (Short Subject),"Albert Maysles and David Maysles, Producers",Christo's Valley Curtain,0
1973,1974,46,DOCUMENTARY (Short Subject),"Terry Sanders and June Wayne, Producers",Four Stones for Kanemitsu,0
1973,1974,46,DOCUMENTARY (Short Subject),"Julian Krainin and DeWitt L. Sage, Jr., Producers",Princeton: A Search for Answers,1
1973,1974,46,FILM EDITING,"Verna Fields, Marcia Lucas",American Graffiti,0
1973,1974,46,FILM EDITING,Ralph Kemplen,The Day of the Jackal,0
1973,1974,46,FILM EDITING,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",The Exorcist,0
1973,1974,46,FILM EDITING,"Frank P. Keller, James Galloway",Jonathan Livingston Seagull,0
1973,1974,46,FILM EDITING,William Reynolds,The Sting,1
1973,1974,46,FOREIGN LANGUAGE FILM,France,Day for Night,1
1973,1974,46,FOREIGN LANGUAGE FILM,Israel,The House on Chelouche Street,0
1973,1974,46,FOREIGN LANGUAGE FILM,Switzerland,L'Invitation,0
1973,1974,46,FOREIGN LANGUAGE FILM,West Germany,The Pedestrian,0
1973,1974,46,FOREIGN LANGUAGE FILM,The Netherlands,Turkish Delight,0
1973,1974,46,MUSIC (Original Dramatic Score),John Williams,Cinderella Liberty,0
1973,1974,46,MUSIC (Original Dramatic Score),Georges Delerue,The Day of the Dolphin,0
1973,1974,46,MUSIC (Original Dramatic Score),Jerry Goldsmith,Papillon,0
1973,1974,46,MUSIC (Original Dramatic Score),John Cameron,A Touch of Class,0
1973,1974,46,MUSIC (Original Dramatic Score),Marvin Hamlisch,The Way We Were,1
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar,0
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,1
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,Tom Sawyer,0
1973,1974,46,MUSIC (Song),Music by George Barrie; Lyrics by Sammy Cahn,A Touch of Class,0
1973,1974,46,MUSIC (Song),Music and Lyrics by Paul McCartney and Linda McCartney,Live and Let Die,0
1973,1974,46,MUSIC (Song),Music by George Bruns; Lyrics by Floyd Huddleston,Robin Hood,0
1973,1974,46,MUSIC (Song),Music by John Williams; Lyrics by Paul Williams,Cinderella Liberty,0
1973,1974,46,MUSIC (Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,1
1973,1974,46,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,0
1973,1974,46,BEST PICTURE,"Ingmar Bergman, Producer",Cries and Whispers,0
1973,1974,46,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,0
1973,1974,46,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,1
1973,1974,46,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,0
1973,1974,46,SHORT SUBJECT (Animated),"Frank Mouris, Producer",Frank Film,1
1973,1974,46,SHORT SUBJECT (Animated),"Nick Bosustow and David Adams, Producers",The Legend of John Henry,0
1973,1974,46,SHORT SUBJECT (Animated),"Emanuele Luzzati and Giulio Gianini, Producers",Pulcinella,0
1973,1974,46,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",The Bolero,1
1973,1974,46,SHORT SUBJECT (Live Action),"Richard Gayer, Producer",Clockmaker,0
1973,1974,46,SHORT SUBJECT (Live Action),"Pen Densham and John Watson, Producers",Life Times Nine,0
1973,1974,46,SOUND,"Richard Portman, Lawrence O. Jost",The Day of the Dolphin,0
1973,1974,46,SOUND,"Robert Knudson, Chris Newman",The Exorcist,1
1973,1974,46,SOUND,"Donald O. Mitchell, Lawrence O. Jost",The Paper Chase,0
1973,1974,46,SOUND,"Richard Portman, Les Fresholtz",Paper Moon,0
1973,1974,46,SOUND,"Ronald K. Pierce, Robert Bertrand",The Sting,0
1973,1974,46,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,1
1973,1974,46,WRITING (Screenplay--based on material from another medium),Robert Towne,The Last Detail,0
1973,1974,46,WRITING (Screenplay--based on material from another medium),James Bridges,The Paper Chase,0
1973,1974,46,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Paper Moon,0
1973,1974,46,WRITING (Screenplay--based on material from another medium),"Waldo Salt, Norman Wexler",Serpico,0
